2023-10-22 17:57:37,994 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Configure stats pid to 26887
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntulsa/.config/wandb/settings
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/settings
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'MLP Classification on different activation functions and optimizers for WineQT Dataset', 'entity': 'mourya', 'root_dir': '/home/ubuntulsa/Sem5/SMAI/Assignment 3', 'sweep_id': '4x470ihy', 'run_id': 'nu34h0cd', 'sweep_param_path': '/home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/sweep-4x470ihy/config-nu34h0cd.yaml'}
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-10-22 17:57:37,995 INFO    Thread-9 (_run_job):26887 [wandb_init.py:_log_setup():528] Logging user logs to /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/run-20231022_175737-nu34h0cd/logs/debug.log
2023-10-22 17:57:37,996 INFO    Thread-9 (_run_job):26887 [wandb_init.py:_log_setup():529] Logging internal logs to /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/run-20231022_175737-nu34h0cd/logs/debug-internal.log
2023-10-22 17:57:37,996 INFO    Thread-9 (_run_job):26887 [wandb_init.py:_jupyter_setup():474] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7f943f1fbeb0>
2023-10-22 17:57:37,996 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():568] calling init triggers
2023-10-22 17:57:37,996 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():575] wandb.init called with sweep_config: {'activation': 'sigmoid', 'optimizer': 'SGD'}
config: {}
2023-10-22 17:57:37,997 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():618] starting backend
2023-10-22 17:57:37,997 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():622] setting up manager
2023-10-22 17:57:38,007 INFO    Thread-9 (_run_job):26887 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-10-22 17:57:38,008 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():628] backend started and connected
2023-10-22 17:57:38,019 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_config_callback():1324] config_cb None None {'activation': 'sigmoid', 'optimizer': 'SGD'}
2023-10-22 17:57:38,019 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_label_probe_notebook():1276] probe notebook
2023-10-22 17:57:38,020 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_label_probe_notebook():1286] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-10-22 17:57:38,020 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():720] updated telemetry
2023-10-22 17:57:38,023 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-10-22 17:57:38,739 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_on_init():2220] communicating current version
2023-10-22 17:57:38,905 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_on_init():2229] got version response 
2023-10-22 17:57:38,905 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():804] starting run threads in backend
2023-10-22 17:57:38,939 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_console_start():2199] atexit reg
2023-10-22 17:57:38,939 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-10-22 17:57:38,939 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-10-22 17:57:38,939 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_redirect():2144] Redirects installed.
2023-10-22 17:57:38,940 INFO    Thread-9 (_run_job):26887 [wandb_init.py:init():845] run started, returning control to user process
2023-10-22 17:57:39,479 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_finish():1934] finishing run mourya/MLP Classification on different activation functions and optimizers for WineQT Dataset/nu34h0cd
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [jupyter.py:save_history():445] not saving jupyter history
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [wandb_init.py:_jupyter_teardown():456] cleaning up jupyter logic
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 0
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_restore():2151] restore
2023-10-22 17:57:39,480 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_restore():2157] restore done
2023-10-22 17:57:45,342 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-10-22 17:57:45,342 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-10-22 17:57:45,345 INFO    Thread-9 (_run_job):26887 [wandb_run.py:_footer_sync_info():3558] logging synced files
