2023-10-22 18:29:44,397 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Current SDK version is 0.15.12
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Configure stats pid to 41613
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntulsa/.config/wandb/settings
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Loading settings from /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/settings
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'MLP Hyperparameter tuning on WineQT Dataset', 'entity': 'mourya', 'root_dir': '/home/ubuntulsa/Sem5/SMAI/Assignment 3', 'run_id': 'y54v2vpb', 'sweep_param_path': '/home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/sweep-iuygacr0/config-y54v2vpb.yaml', 'sweep_id': 'iuygacr0'}
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_init.py:_log_setup():528] Logging user logs to /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/run-20231022_182944-y54v2vpb/logs/debug.log
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_init.py:_log_setup():529] Logging internal logs to /home/ubuntulsa/Sem5/SMAI/Assignment 3/wandb/run-20231022_182944-y54v2vpb/logs/debug-internal.log
2023-10-22 18:29:44,398 INFO    Thread-29 (_run_job):41613 [wandb_init.py:_jupyter_setup():474] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7fae3441dc00>
2023-10-22 18:29:44,399 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():568] calling init triggers
2023-10-22 18:29:44,399 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():575] wandb.init called with sweep_config: {'epochs': 100, 'hiddenlayersize': [18, 18], 'learning_rate': 0.01}
config: {}
2023-10-22 18:29:44,399 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():618] starting backend
2023-10-22 18:29:44,399 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():622] setting up manager
2023-10-22 18:29:44,409 INFO    Thread-29 (_run_job):41613 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2023-10-22 18:29:44,409 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():628] backend started and connected
2023-10-22 18:29:44,420 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_config_callback():1324] config_cb None None {'epochs': 100, 'hiddenlayersize': [18, 18], 'learning_rate': 0.01}
2023-10-22 18:29:44,421 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_label_probe_notebook():1276] probe notebook
2023-10-22 18:29:44,421 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_label_probe_notebook():1286] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2023-10-22 18:29:44,421 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():720] updated telemetry
2023-10-22 18:29:44,425 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2023-10-22 18:29:45,578 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_on_init():2220] communicating current version
2023-10-22 18:29:45,727 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_on_init():2229] got version response 
2023-10-22 18:29:45,727 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():804] starting run threads in backend
2023-10-22 18:29:45,757 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_console_start():2199] atexit reg
2023-10-22 18:29:45,757 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_redirect():2054] redirect: wrap_raw
2023-10-22 18:29:45,757 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_redirect():2119] Wrapping output streams.
2023-10-22 18:29:45,757 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_redirect():2144] Redirects installed.
2023-10-22 18:29:45,757 INFO    Thread-29 (_run_job):41613 [wandb_init.py:init():845] run started, returning control to user process
2023-10-22 18:29:45,780 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_finish():1934] finishing run mourya/MLP Hyperparameter tuning on WineQT Dataset/y54v2vpb
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [jupyter.py:save_history():445] not saving jupyter history
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [wandb_init.py:_jupyter_teardown():456] cleaning up jupyter logic
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_atexit_cleanup():2168] got exitcode: 0
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_restore():2151] restore
2023-10-22 18:29:45,781 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_restore():2157] restore done
2023-10-22 18:29:50,489 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-10-22 18:29:50,490 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-10-22 18:29:50,496 INFO    Thread-29 (_run_job):41613 [wandb_run.py:_footer_sync_info():3558] logging synced files
